Geneid,TR_AG_1,TR_AG_2,TR_AG_3,TR_SH_1,TR_SH_2,TR_SH_3
Gm10406,0,0,0,0,0,1
Gm3696,0,0,0,0,0,1
Gm5797,0,0,0,0,0,0
4933406F09Rik,0,0,0,0,0,0
Gm3558,2,1,0,0,0,1
Flnb,24860,31358,27162,32010,19581,28742
Dnase1l3,3,13,6,4,0,7
Abhd6,363,585,320,588,290,579
Rpp14,1206,1263,1469,1163,780,1355
Pxk,1772,2500,1987,1722,1369,1579
Pdhb,3388,3672,3681,3608,2393,4315
Kctd6,156,230,193,159,110,146
Acox2,5,61,5,24,48,22
Fam107a,7,15,2,8,4,6
Oit1,0,0,0,0,1,0
4930452B06Rik,1,92,5,1,25,0
4930455B14Rik,0,0,0,0,0,0
Fhit,0,1,0,0,0,0
Mnd1-ps,0,0,0,0,0,1
Ptprg,966,3808,1112,2738,1486,2599
3830406C13Rik,724,620,842,635,336,559
Fezf2,0,0,0,0,0,0
Cadps,3,58,1,0,0,0
Gm5087,0,0,0,0,0,0
Synpr,13,14,20,0,2,0
Sntn,0,0,0,0,0,0
Thoc7,1089,1327,1235,966,725,1113
Atxn7,647,841,736,686,455,601
Psmd6,3538,4356,4056,4306,2346,4468
Olfr720,0,0,0,0,0,0
Olfr31,1,1,0,1,1,0
Il3ra,812,735,840,525,353,551
Slc4a7,1618,2064,1957,1656,1044,1576
Nek10,0,3,3,0,1,2
Lrrc3b,0,0,0,1,0,0
Oxsm,572,531,575,595,453,547
Ngly1,709,925,694,506,569,474
Top2b,4373,7724,5024,6058,4175,5606
Rarb,175,83,209,266,95,314
Thrb,217,405,210,36,72,22
Nr1d2,995,1497,1116,884,735,860
Rpl15,17803,22446,19974,18084,11659,19364
Nkiras1,1025,1263,1166,834,711,934
Ube2e1,1699,2142,1837,1382,1073,1527
Ube2e2,929,1140,965,810,991,803
Gm5458,0,0,0,0,0,0
Nid2,120,1549,120,1907,4083,1895
2700060E02Rik,3488,3796,3800,4002,3296,4229
D14Ertd670e,0,0,0,0,0,0
Gng2,11,257,14,3,33,2
Saysd1,234,166,275,102,127,107
Kcnk5,83,170,78,256,9,314
Kcnk16,0,0,0,2,0,0
Nudt13,181,209,213,188,143,180
Ecd,1889,2232,2038,2467,1740,2353
Fam149b,567,652,626,607,555,606
Dnajc9,2333,2646,2352,2390,1927,2562
Mrps16,1152,1485,1321,1296,1239,1689
Ttc18,4,8,15,9,1,11
Anxa7,3562,4953,4175,4119,2986,4248
Mss51,5,8,8,17,3,20
Ppp3cb,1725,2149,2026,1708,1302,1908
1810062O18Rik,195,262,212,259,368,222
Usp54,2031,2395,2217,2428,3763,2239
Myoz1,1,5,0,1,0,2
Synpo2l,15,16,25,29,17,24
Sec24c,5266,6261,5919,5566,5883,5563
Mir6946,0,0,0,0,0,2
Fut11,778,793,804,550,237,579
6230400D17Rik,549,373,460,420,313,603
Chchd1,1393,1203,1370,1523,1145,1940
Zswim8,6409,7802,7016,8587,7672,8540
Ndst2,1215,1439,1324,1243,1348,1228
Camk2g,1952,2293,2106,1830,1995,1883
Plau,3545,777,3900,797,1367,798
Vcl,23714,23458,26366,24685,40635,22933
Ap3m1,2633,3129,3030,3043,2662,3113
Adk,2795,3474,3059,3326,3311,3721
Kat6b,824,1422,889,1204,1621,1065
Dupd1,0,0,0,0,0,0
Dusp13,15,9,8,15,10,16
Samd8,1631,1995,1865,1754,1876,1661
Vdac2,7970,8309,8712,8839,7078,9904
Comtd1,664,611,719,610,601,802
Zfp503,669,1944,679,587,861,577
1700112E06Rik,13,15,12,8,6,7
4930405A10Rik,0,0,0,0,0,0
Gm10248,0,0,0,0,0,0
Kcnma1,27,45,19,5,31,7
Mir7210,0,0,0,0,0,0
Dlg5,1935,4447,1982,2619,3013,2507
E330034G19Rik,1,3,2,0,4,2
Polr3a,756,1281,803,1311,1033,1289
Rps24,10312,19630,11621,13157,17910,14791
4930572O13Rik,1,0,0,0,0,0
Zmiz1,3616,7268,3876,4560,6227,3812
Mir3075,0,2,0,0,0,0
4931406H21Rik,1,0,1,2,0,1
Ppif,653,846,710,776,494,799
Ppifos,97,151,124,161,115,146
Zcchc24,1473,3443,1673,1608,2909,1493
Anxa11,1450,2065,1492,2245,2616,2220
Plac9b,0,0,0,0,0,0
Plac9a,0,0,0,0,0,0
Tmem254a,0,0,0,0,0,0
Tmem254b,0,0,0,0,0,0
Tmem254c,0,0,0,0,0,0
Cphx2,0,0,0,0,0,0
Cphx1,0,0,0,0,0,0
Duxbl1,0,0,0,0,0,0
Duxbl3,0,0,0,0,0,0
Duxbl2,0,0,0,0,0,0
Plac9b,0,0,0,0,0,0
Plac9a,0,0,0,0,0,0
Tmem254a,0,0,0,0,0,0
Tmem254b,0,0,0,0,0,0
Tmem254c,0,0,0,0,0,0
Cphx2,0,0,0,0,0,0
Cphx1,0,0,0,0,0,0
Duxbl3,0,0,0,0,0,0
Duxbl2,0,0,0,0,0,0
Plac9b,0,0,0,0,0,0
Plac9a,0,0,0,0,0,0
Tmem254a,0,0,0,0,0,0
Tmem254b,0,0,0,0,0,0
Tmem254c,0,0,0,0,0,0
Cphx2,0,0,0,0,0,0
Cphx1,0,0,0,0,0,0
Duxbl1,0,0,0,0,0,0
Duxbl3,0,0,0,0,0,0
Duxbl2,0,0,0,0,0,0
4933413J09Rik,3,3,1,3,2,2
Slmap,3122,5139,3564,4434,5102,4099
Dennd6a,555,1089,668,811,1251,754
Arf4,7502,14761,8183,8281,14402,9020
Pde12,627,900,644,885,799,851
Mir7672,0,0,0,0,0,0
Asb14,3,3,4,0,3,1
Appl1,611,1681,857,1207,1361,1060
Hesx1,0,0,1,0,0,0
Il17rd,13,343,12,174,165,174
Arhgef3,107,620,145,83,351,75
D14Abb1e,512,971,503,883,1024,783
Ccdc66,315,611,366,588,573,574
Erc2,73,101,80,45,190,38
Wnt5a,1184,3011,1286,1335,2134,1351
Cacna2d3,0,0,0,1,5,0
Lrtm1,0,4,0,1,0,0
Selk,1556,3109,1692,1762,3993,2227
Actr8,565,999,624,775,985,892
Mir6947,0,0,0,0,0,0
Il17rb,0,2,0,1,0,1
Chdh,0,0,0,0,2,0
Cacna1d,0,1,0,0,0,2
Dcp1a,489,887,482,668,653,670
Tkt,5720,8445,6033,7423,8346,7479
Mir3076,0,0,0,0,0,0
Prkcd,1174,1922,1331,1397,1687,1483
Rft1,332,628,487,498,674,537
Sfmbt1,391,530,419,321,519,281
Tmem110,450,719,461,518,674,575
Mustn1,18,88,19,70,52,73
Itih4,0,4,0,5,26,6
Itih3,0,2,4,3,18,0
Itih1,1,1,0,1,10,0
Nek4,271,388,379,586,358,467
Spcs1,2019,3253,2042,2298,3993,2752
Glt8d1,402,1002,415,471,1209,542
Gnl3,1659,2684,1974,2637,2313,2728
Snord69,2,5,0,1,5,5
Snord19,2,4,5,4,2,1
Pbrm1,2757,4952,3025,4442,5150,3946
Smim4,157,257,211,194,352,283
Nt5dc2,714,1369,751,1076,2175,1156
Stab1,27,27,13,26,51,45
Nisch,8102,16320,8899,10588,17319,10179
Tnnc1,20,19,17,44,24,42
Sema3g,18,28,7,14,45,22
Phf7,231,236,207,377,236,384
Bap1,2240,3408,2465,3149,3132,3236
Dnah1,6,4,6,4,2,0
Capn7,778,1701,873,895,1476,882
Sh3bp5,1392,2236,1400,2013,2753,2067
Mettl6,364,598,371,522,476,516
Eaf1,1528,2376,1676,1824,1836,1918
Colq,4,33,4,3,36,2
Hacl1,170,305,179,267,256,305
Btd,369,831,374,328,558,437
Ankrd28,1417,3169,1726,2257,1854,2185
Galnt15,55,131,76,58,40,34
Dph3,978,1149,1063,1057,945,1425
Oxnad1,483,544,500,842,353,833
Msmb,1,0,0,0,0,0
Ncoa4,1795,2237,1928,2155,1305,2236
Timm23,1626,2395,1826,1966,1634,2258
Parg,931,1272,1007,1330,992,1354
Ogdhl,352,256,400,716,649,680
1700024G13Rik,0,0,0,0,0,0
Chat,0,0,0,0,0,0
Slc18a3,0,0,0,0,0,0
Ercc6,296,630,348,460,466,466
Prrxl1,0,0,0,0,0,0
3425401B19Rik,0,0,0,1,0,0
1810011H11Rik,0,0,0,0,0,0
Fam170b,0,0,0,0,0,0
Vstm4,0,0,0,0,0,0
Wdfy4,0,0,1,5,0,0
Lrrc18,0,2,0,0,0,0
Arhgap22,441,864,508,641,361,680
Mapk8,488,1017,570,727,702,716
Ptpn20,0,23,0,1,7,0
Gdf10,0,8628,0,4,0,19
Gdf2,0,3,1,0,0,1
Rbp3,0,0,0,0,0,1
Zfp488,0,0,1,0,0,0
Gm5460,0,0,0,0,0,0
A630023A22Rik,32,52,40,31,103,22
Antxrl,10,13,11,9,26,9
Anxa8,2198,2108,2254,1683,4684,1726
Npy4r,71,35,69,47,136,49
Gprin2,1,1,2,1,2,1
Syt15,0,1,0,0,7,1
Fam35a,220,367,233,370,261,344
Glud1,4895,8528,5447,6788,6371,6628
Gm3219,31,56,30,26,28,12
Fam25c,2,0,3,0,2,0
Sncg,1,2,5,1,0,0
Mmrn2,0,3,3,1,1,0
Bmpr1a,2438,5408,2687,3381,4104,3129
9230112D13Rik,0,0,0,0,0,0
Ldb3,19,34,20,1,62,3
Opn4,0,0,0,0,0,0
Mir297-1,0,0,0,0,0,0
Wapal,2098,3536,2402,3819,2304,3411
Grid1,0,22,0,0,2,0
Mir346,0,0,0,0,0,0
4930596D02Rik,0,0,0,0,0,0
4930474N05Rik,0,0,0,0,0,0
Ccser2,1647,3362,2049,1613,3188,1448
Rgr,0,0,0,0,0,0
Lrit1,0,0,0,0,0,0
Lrit2,0,0,0,0,0,0
Cdhr1,38,153,56,157,85,148
2610528A11Rik,12,108,16,28,61,46
Ghitm,6983,13307,7720,9189,8435,10021
Nrg3,0,0,0,0,0,0
Nrg3os,0,0,0,0,0,0
1700109I08Rik,0,0,0,0,0,0
Sh2d4b,0,0,0,1,1,1
Tspan14,257,467,281,339,442,307
Fam213a,90,108,85,94,291,80
Dydc2,0,0,0,0,0,0
Dydc1,0,0,0,0,0,0
Mat1a,0,0,0,0,15,3
Sftpa1,0,0,0,0,0,0
Mbl1,0,0,0,0,1,0
Sftpd,0,0,0,0,0,0
Gm10377,0,0,0,0,0,0
1700091H14Rik,0,0,0,0,0,0
LOC101056136,0,0,0,0,0,0
Gm10377,0,0,0,0,0,0
Gm10377,0,0,0,0,0,0
1700001F09Rik,0,2,0,0,1,0
Gm10375,0,0,0,0,0,0
Ear1,0,0,0,0,0,0
Ear10,0,0,0,0,0,0
Ang3,0,0,0,0,0,0
Ang5,0,0,0,0,0,0
Ang6,0,0,0,0,0,0
Ear2,0,0,0,0,0,0
Ear12,0,0,0,0,0,0
Ear3,0,0,0,0,0,0
4930503E14Rik,2,1,0,0,0,0
1700047E10Rik,0,0,0,1,0,0
BC061237,0,0,0,0,0,0
Gm8267,0,0,0,0,0,0
Ptgdr,0,0,0,0,0,0
4930431P03Rik,5,8,8,1,7,4
Ptger2,110,11,117,6,9,7
Txndc16,214,432,252,178,439,180
Gpr137c,11,5,18,2,13,2
Ero1l,2785,5796,3079,2236,2743,2210
Psmc6,3264,5784,3608,4798,3405,5267
Styx,331,574,396,424,396,418
Gnpnat1,814,1368,922,1011,984,1037
Fermt2,1587,3422,1852,2473,3329,2551
4930527F14Rik,0,0,0,0,0,0
Ddhd1,481,542,478,738,428,640
Mir5131,0,0,0,0,0,0
Gm1821,200,200,202,161,169,149
Gm15217,7,15,5,20,13,19
Bmp4,686,2559,655,3657,2333,3842
Rubie,0,2,0,0,0,5
4933425B07Rik,0,1,0,11,0,9
Cdkn3,146,286,130,286,139,366
Cnih1,2352,3647,2377,2870,2525,2856
Gmfb,3438,5681,3881,4709,4028,4694
Cgrrf1,375,519,431,466,344,587
Samd4,2326,3698,2518,2704,2786,2434
Gch1,531,274,572,440,477,423
Wdhd1,729,1230,787,1183,770,1170
Socs4,336,529,339,505,378,447
Mapk1ip1l,2393,4892,2565,4147,3305,3662
Lgals3,5694,6752,5850,6865,5580,7727
Dlgap5,1151,2310,1226,2469,1097,2471
Fbxo34,546,887,634,698,953,655
Atg14,309,606,324,554,411,549
Ktn1,2737,4986,2993,4869,3617,4438
4930447J18Rik,0,0,0,0,0,0
Peli2,31,943,27,293,570,257
Gm6498,0,1,1,0,1,1
Tmem260,361,659,418,476,493,483
Otx2,0,0,0,0,0,0
Otx2os1,0,0,0,0,0,0
4933429O19Rik,0,0,0,0,0,0
Exoc5,1879,2882,2088,2405,2037,2378
Ap5m1,286,451,387,437,374,480
Naa30,667,1090,701,964,769,910
1700011H14Rik,0,0,0,0,0,0
Slc35f4,0,0,0,0,0,0
3632451O06Rik,0,0,0,0,0,0
Olfr722,0,0,0,0,0,0
Olfr723,0,0,0,0,0,0
Olfr724,0,0,0,0,0,0
Olfr725,0,0,0,0,0,0
Olfr726,0,0,0,0,0,0
Olfr727,0,0,0,0,0,0
Olfr728,0,0,0,0,0,0
Olfr729,0,0,0,0,0,0
Olfr730,0,0,0,0,0,0
Olfr731,0,0,0,0,0,0
Olfr732,0,0,0,0,0,0
Olfr733,0,0,0,0,0,0
Olfr734,0,0,0,0,0,0
Olfr735,0,0,0,0,0,0
Tlr11,0,0,0,0,0,0
Olfr736,0,0,0,0,0,0
Olfr738,0,0,0,0,0,0
Olfr739,0,0,0,0,0,0
Olfr740,0,0,0,0,0,0
Olfr741,0,0,0,0,0,0
4930413M19Rik,0,0,0,0,0,0
Olfr742,0,0,0,0,0,0
Olfr743,0,0,0,0,0,0
Olfr744,0,0,0,0,0,0
Olfr745,0,0,0,0,0,0
Olfr746,0,0,0,0,0,0
Olfr747,0,0,0,0,0,0
Olfr748,0,0,0,0,0,0
Olfr749,0,0,0,0,0,0
Ttc5,377,712,467,528,393,599
Ccnb1ip1,0,0,0,0,0,0
Rpph1,55,93,66,96,73,99
Parp2,439,950,514,667,586,765
Tep1,854,1542,873,1064,1287,926
Klhl33,3,6,1,1,4,3
Osgep,614,999,701,921,932,1106
Apex1,2197,3109,2504,3484,2114,4168
Tmem55b,2714,3963,3082,4030,2923,4595
Pnp,1965,3737,2122,2740,2425,3285
Pnp2,44,52,46,47,41,72
Rnase10,2,14,2,3,1,0
Rnase9,0,0,0,0,0,0
Rnase11,0,0,0,0,0,0
Rnase12,0,0,0,0,0,0
Olfr750,0,0,0,0,0,0
Rnase4,471,2318,601,575,726,632
Ang,37,122,53,44,36,80
Eddm3b,0,1,0,0,0,0
Rnase6,0,0,0,3,0,0
Rnase1,0,0,0,0,0,0
Ear5,0,0,0,0,0,0
Ang2,2,18,1,6,0,6
Ear4,0,0,0,0,0,0
Ear14,0,0,0,0,0,0
Ear11,0,0,0,0,0,0
4930597G03Rik,0,0,0,0,0,0
Vmn2r88,0,0,0,0,0,0
Vmn2r89,0,0,0,0,0,0
Gm5622,0,0,0,0,1,0
Gm5800,0,0,0,0,0,0
Ang4,1,3,1,2,1,2
AY358078,3,1,2,3,2,10
Ear6,0,0,0,0,0,0
Ear7,0,0,0,0,0,0
Mettl17,152,265,196,268,203,281
Slc39a2,0,2,0,0,3,3
Ndrg2,939,1262,1051,138,855,154
Tppp2,0,0,0,0,0,0
Rnase13,1,2,0,0,0,0
Arhgef40,1616,3336,1673,1070,2167,1094
Gm16617,111,164,82,61,116,56
Zfp219,626,1132,662,798,806,801
Tmem253,13,24,9,27,11,21
Olfr221,0,1,0,0,0,5
Snord58b,0,0,0,0,0,0
Hnrnpc,4692,7154,5081,5157,5359,5279
Rpgrip1,496,918,633,911,528,920
Supt16,3083,5496,3658,5994,3297,5309
Chd8,2158,4506,2507,4160,3244,3542
Snord8,1,2,0,1,0,0
Rab2b,205,341,209,238,268,223
Tox4,1670,2947,1699,2571,2129,2461
Mettl3,399,575,466,582,518,547
Sall2,488,1129,538,845,944,711
Olfr1513,0,0,0,0,0,0
Olfr1512,0,0,0,0,0,0
Olfr1511,0,0,0,0,0,0
Olfr1510,0,0,0,0,0,0
Olfr1509,0,0,0,0,0,0
Olfr1508,0,0,0,0,0,0
Olfr1507,0,0,0,0,0,0
A430107P09Rik,0,0,0,0,0,0
Dad1,1861,3233,2110,2173,2990,2671
Abhd4,1555,2463,1636,2574,2610,2806
Olfr49,3,2,0,1,2,0
Oxa1l,1005,1447,1077,1384,888,1381
Slc7a7,131,125,151,168,134,150
Mrpl52,1275,1483,1371,1146,1100,1406
Mmp14,10852,18960,11796,8840,13764,8516
Lrp10,5457,7000,5696,5921,5737,6083
Rem2,19,5,25,9,32,5
Prmt5,1916,2920,2087,3416,1787,3144
Haus4,695,1263,648,1175,848,1279
Ajuba,2215,2783,2485,4270,2693,4496
4931414P19Rik,189,266,186,209,212,190
Psmb5,1493,2212,1563,1634,1750,2069
Mir686,0,0,0,0,0,0
Psmb11,0,0,1,2,1,2
Cdh24,80,169,96,158,222,196
Acin1,4160,5763,4303,5556,4257,5277
Mir6948,0,0,0,0,0,0
4930579G18Rik,343,516,305,511,318,441
1700123O20Rik,860,1222,933,1050,997,1172
Cebpe,0,0,0,0,0,0
Slc7a8,0,1,0,0,5,2
Homez,91,122,99,127,93,144
Ppp1r3e,229,237,187,137,179,159
Bcl2l2,728,1040,799,601,824,572
Pabpn1,2792,4095,3056,3397,3072,3843
Slc22a17,15,77,11,28,194,30
Efs,5,20,5,7,9,5
Il25,0,0,0,0,0,0
Cmtm5,0,0,0,0,0,0
Myh6,0,0,0,0,0,0
Mir208a,0,0,0,0,0,0
D830015G02Rik,0,0,0,0,0,0
Myh7,0,0,0,5,0,1
Mir208b,0,0,0,0,0,0
Ngdn,917,1370,981,1256,876,1558
Gm10364,2,2,4,5,3,5
Zfhx2,180,319,205,403,274,342
Zfhx2os,29,70,41,92,51,62
Thtpa,714,814,743,807,886,848
Ap1g2,389,439,392,490,338,521
Jph4,3,20,2,5,8,4
Dhrs2,0,0,0,0,0,0
Dhrs4,499,815,603,557,617,649
Lrrc16b,8,59,24,23,20,30
Cpne6,0,0,0,0,0,0
Nrl,0,0,0,0,0,0
Pck2,1358,3357,1409,1211,1913,1288
Dcaf11,793,1183,851,1078,873,1199
Fitm1,0,0,0,0,0,0
Psme1,1814,2271,1919,2436,1413,2717
Emc9,134,230,125,114,140,170
Psme2,1963,2271,2229,2033,1394,2543
Rnf31,586,811,702,883,456,893
Irf9,1185,2189,1233,1284,319,1243
Rec8,0,1,0,1,2,1
Ipo4,2860,5132,3191,4632,4409,4607
Tm9sf1,1983,3558,2000,2473,2843,2615
Tssk4,17,21,24,10,11,6
Mdp1,379,452,460,450,523,545
Nedd8,2509,3088,2771,2630,2900,3455
Gmpr2,727,840,729,1009,705,1013
Tinf2,583,906,638,1175,721,1192
Tgm1,12,4,4,10,6,12
Rabggta,348,414,353,476,380,535
Dhrs1,872,1461,935,1019,1297,1118
Nop9,1302,1793,1334,1998,1127,1955
Cideb,55,77,67,61,86,38
Ltb4r2,2,0,0,1,0,0
Ltb4r1,0,0,0,0,0,0
Adcy4,3,75,1,2,7,0
Ripk3,903,2093,933,1000,1118,1096
Nfatc4,132,1207,187,128,692,151
Nynrin,8,491,8,21,322,13
Cbln3,7,9,12,9,9,6
Khnyn,291,528,337,416,374,398
Sdr39u1,450,414,477,496,161,571
Cma1,1,1,1,3,0,4
Mcpt-ps1,0,0,0,0,0,1
Cma2,0,0,2,0,1,0
Gm5801,12,8,7,4,2,11
Mcpt1,0,0,0,0,0,0
Mcpt9,0,0,0,0,0,0
Mcpt2,0,0,1,0,0,0
Mcpt4,0,0,0,0,2,0
Mcpt8,5,2,11,5,13,6
Mir6949,0,0,0,0,0,0
Ctsg,0,0,0,0,0,0
Gzme,0,0,0,5,2,1
Gzmd,0,0,0,0,0,0
Gzmg,0,0,0,0,0,0
Gzmn,0,0,0,0,0,0
Gzmf,0,0,0,0,0,0
Gzmc,0,0,0,0,0,1
Gzmb,0,0,0,1,0,1
Atp12a,0,3,0,0,0,0
Rnf17,1,0,0,0,0,0
Cenpj,322,587,351,522,312,592
Parp4,642,1515,681,1042,997,937
Mphosph8,621,1291,727,1123,861,1105
Gm16973,71,173,77,118,120,131
Pspc1,1280,1983,1476,2174,1412,2483
Zmym5,300,649,427,518,522,513
Zmym2,800,1902,878,1225,1334,1104
B020004C17Rik,0,1,0,0,0,0
Gja3,0,0,0,0,0,0
Gjb2,0,1,0,0,0,0
Gjb6,0,0,0,0,0,0
Cryl1,48,81,41,35,54,75
Ift88,189,283,184,339,233,323
Il17d,0,10,0,13,5,5
N6amt2,459,718,528,590,553,687
Xpo4,500,1023,635,969,494,890
Lats2,1974,3473,2241,4163,2604,3777
Sap18,706,914,765,892,626,910
Gm10094,0,0,0,0,0,0
Mir3077,0,0,0,0,0,0
Ska3,479,909,571,980,472,981
Mrp63,985,1096,902,858,930,1093
Zdhhc20,1826,4543,2138,3387,3780,3317
Micu2,1448,2206,1709,1464,1738,1440
Fgf9,5,7,0,0,0,0
1700129C05Rik,0,0,0,0,0,0
Gm5142,0,0,0,0,0,0
Rcbtb1,802,1764,917,1362,1182,1335
Gm6904,1,14,2,1,5,1
Phf11a,7,7,12,2,1,1
Phf11b,18,103,30,19,4,12
Phf11d,203,556,176,150,6,168
Phf11c,25,43,31,35,31,20
Setdb2,360,557,417,469,277,470
Cab39l,1132,1677,1351,1267,1099,1325
Cdadc1,384,628,410,454,502,524
Shisa2,0,0,4,6,0,0
Atp8a2,5,26,9,4,62,2
Nupl1,1014,1934,1127,1475,1330,1385
Mir719,0,0,0,0,0,0
Mtmr6,1470,2948,1543,1644,2645,1675
Amer2,0,1,0,0,0,0
Spata13,675,1094,770,830,1305,748
C1qtnf9,0,3,1,5,0,0
Mipep,389,621,454,555,478,525
Tnfrsf19,0,9,2,7,14,3
Sacs,65,96,78,78,116,68
Sgcg,1,1,0,0,0,0
1700109G14Rik,0,6,0,0,0,0
Arl11,4,3,15,5,17,7
Ebpl,128,272,144,246,245,296
Kpna3,2446,3962,2693,3374,2710,3365
4930556J02Rik,0,0,0,0,0,0
Spryd7,327,484,346,434,354,495
Trim13,103,166,106,128,144,151
Dleu2,49,97,55,85,70,112
Kcnrg,1,4,3,2,10,14
Mir16-1,0,0,0,0,0,0
Mir15a,0,0,0,0,0,0
Dleu7,1,0,0,0,0,0
Rnaseh2b,490,868,510,713,636,772
Gucy1b2,0,0,0,2,0,2
Fam124a,0,89,3,5,8,7
Serpine3,9,16,7,24,8,17
Ints6,675,1345,756,1219,842,1160
4931440J10Rik,25,60,41,50,43,51
Wdfy2,170,439,184,244,294,234
Mir8098,0,0,0,0,0,0
Mir6541,0,0,0,0,0,0
Defb48,3,0,0,0,0,4
Defb47,0,0,0,0,0,0
Defb43,0,1,1,1,1,1
Defb30,0,0,0,0,0,0
Defb42,0,0,0,0,0,0
2700070H01Rik,15,34,28,7,75,15
Ctsb,21746,32084,24787,16873,25182,18389
Fdft1,2481,4356,2669,2996,3033,3080
Neil2,0,6,2,0,1,0
Gata4,1055,2482,1163,1064,1341,1124
Blk,0,1,0,1,0,0
Fam167a,1,11,2,0,1,4
Tdh,0,0,0,0,0,0
Mtmr9,956,1652,980,1511,1094,1350
Xkr6,58,47,29,20,28,30
Mir598,0,0,0,0,0,0
Pinx1,314,354,346,398,281,461
Sox7,0,5,0,3,0,0
4930578I06Rik,2,0,0,2,2,1
Rp1l1,0,2,1,0,0,0
Prss55,0,1,2,0,0,0
Prss51,0,0,0,2,0,0
4930471C04Rik,0,1,0,2,0,0
Prss52,1,2,0,3,0,1
Msra,155,171,191,186,149,207
A930011O12Rik,0,0,0,0,0,0
Mir124a-1,0,0,0,0,0,0
Mir3078,0,0,0,0,0,0
Kif13b,383,813,395,517,559,385
Hmbox1,277,580,362,572,492,449
Ints9,720,1234,761,1224,795,1203
Extl3,1652,3143,1744,2025,2588,1934
Fzd3,0,16,0,4,7,3
Fbxo16,0,3,1,1,0,4
Zfp395,849,1914,862,1165,1341,1115
Pnoc,0,0,0,0,0,0
Elp3,1365,2577,1533,2007,1827,1947
Nuggc,3,28,4,8,14,4
Scara5,4,586,10,67,68,65
Pbk,894,1376,945,1194,749,1425
Esco2,254,826,392,710,331,700
Ccdc25,788,1036,917,1056,664,1042
Scara3,114,684,122,202,212,224
Clu,535,1235,598,1461,1372,1756
Gulo,0,0,0,0,3,0
Adam2,0,0,0,0,0,0
Ephx2,0,0,4,0,15,2
Chrna2,1,11,0,0,3,0
Ptk2b,407,1242,374,430,1638,410
1700001G11Rik,267,497,260,322,367,292
Trim35,3120,7313,3249,4024,4790,4254
Stmn4,154,30,174,45,59,65
Adra1a,0,0,0,0,0,0
Dpysl2,917,1998,932,1143,1115,1061
Gm5464,3,8,3,4,3,4
Pnma2,0,11,0,1,11,2
Bnip3l,2981,5746,3189,3540,3389,3562
Ppp2r2a,1967,3758,2210,3535,1978,3555
Ebf2,7,48,19,59,51,59
Gm6878,0,0,0,0,0,0
4930438E09Rik,0,0,0,0,0,0
Cdca2,673,1240,662,1350,627,1323
Kctd9,875,1815,1043,1140,941,1270
Gnrh1,4,1,1,2,1,2
Dock5,3719,4303,4063,3212,3548,3028
Mir6539,0,1,0,0,0,0
Nefl,0,22,0,1,6,0
Nefm,0,131,0,2,0,2
A230070E04Rik,0,51,0,0,0,1
Adam7,0,0,0,0,0,0
Adamdec1,0,1,1,1,1,0
Adam28,0,4,0,0,0,0
Stc1,478,721,481,5,110,3
1700092C10Rik,0,0,1,0,0,2
Nkx2-6,0,0,0,0,0,0
Nkx3-1,0,0,0,0,0,0
Slc25a37,954,1027,1038,661,681,748
Synb,0,0,0,0,0,0
Gm16677,0,0,1,0,0,0
Entpd4,0,0,0,0,0,0
Synb,0,0,0,0,0,0
Gm16677,0,0,0,0,0,0
Entpd4,23,29,24,18,21,21
Loxl2,4098,7244,4275,3118,6174,2960
Mir6950,0,0,0,0,0,0
R3hcc1,412,778,445,611,517,620
Chmp7,1095,1645,1095,1494,1498,1584
Tnfrsf10b,391,1011,440,841,839,1008
Rhobtb2,495,990,565,809,686,725
Pebp4,0,2,1,1,0,0
Egr3,119,216,94,126,89,126
Bin3,750,963,858,723,671,863
Ccar2,1021,1795,1048,1815,1345,1797
9930012K11Rik,159,362,180,360,255,350
Pdlim2,1464,2502,1523,1580,2464,1873
Sorbs3,1743,3903,1811,1960,1603,1936
Ppp3cc,89,141,105,123,165,122
Slc39a14,881,1421,918,1018,1030,998
Piwil2,9,17,16,10,8,10
Polr3d,852,1159,896,1079,809,1194
Mir320,0,3,0,1,0,0
Phyhip,21,98,20,73,65,52
Bmp1,2279,4031,2235,1793,5092,1870
Sftpc,3,0,2,0,0,8
Lgi3,3,11,5,5,7,13
Reep4,768,1173,924,1215,822,1328
Hr,155,115,143,74,203,73
Nudt18,464,563,451,498,911,573
Fam160b2,391,615,479,524,426,556
Dmtn,9,35,13,16,34,13
Fgf17,0,0,0,2,1,0
Npm2,1,8,5,2,1,4
Xpo7,2244,3896,2462,3587,2393,3385
Dok2,10,1,10,2,1,7
2410012E07Rik,1,0,0,0,0,0
Gfra2,4,2195,2,2,160,0
Gm4251,0,0,0,0,0,0
4930434J06Rik,0,0,0,0,0,0
Fndc3a,1101,2544,1181,1307,1497,1137
Gm9199,5,2,4,0,1,1
Cysltr2,0,0,0,0,0,0
Rcbtb2,565,889,623,590,792,657
Rb1,213,323,231,229,300,245
Mir687,0,0,0,0,0,0
Lpar6,89,197,109,203,103,209
Itm2b,5837,15328,6574,5073,8450,5588
Med4,547,832,517,794,540,881
Nudt15,28,54,36,37,31,31
Sucla2,1391,2371,1525,1759,1654,1884
4933402J15Rik,0,2,0,0,0,0
Htr2a,79,393,90,103,65,103
Esd,6896,9500,8022,7139,4267,8031
Lrch1,373,751,427,419,459,497
Gm4278,0,0,0,0,0,0
Mir466f-3,0,0,0,0,0,0
