Geneid,K70_1,K70_2,K70_3,K70MD_1,K70MD_2,K70MD_3,K70P10_1,K70P10_2,K70P10_3,NKO70_1,NKO70_2,NKO70_3
TEMN3-AS1,0,0,0,0,0,0,0,0,0,0,0,0
TENM3-AS1,127,159,104,108,86,151,384,323,138,145,100,135
MIR1305,0,0,1,0,0,0,0,0,0,0,0,0
LOC105377572,0,0,0,2,2,3,2,1,0,0,0,0
LOC105377571,4,3,3,4,0,14,6,5,4,1,2,1
LOC105377576,17,30,13,1,1,3,19,23,12,7,6,14
DCTD,2241,2662,2058,2130,2305,2875,2121,1842,2550,3005,2863,2764
LOC105377577,0,0,0,0,0,0,0,0,0,0,0,0
LOC107986327,0,0,0,4,2,1,0,0,0,0,0,0
LOC112268472,0,0,0,0,0,0,0,0,0,0,0,0
LOC107986328,0,0,0,0,0,0,0,0,0,0,0,0
FAM92A1P2,0,0,0,0,0,0,0,0,0,0,0,0
LOC105377578,0,0,0,0,1,1,0,0,0,0,0,0
WWC2-AS2,7,7,3,4,1,2,6,16,0,2,0,7
WWC2,374,544,323,102,147,214,1498,1499,166,189,252,276
WWC2-AS1,0,0,0,0,0,0,0,0,0,0,0,0
CLDN22,15,19,22,3,7,10,37,41,9,15,6,15
CLDN24,0,0,0,0,0,0,0,0,0,0,0,0
LOC107986217,0,0,3,0,0,0,0,0,0,0,1,0
CDKN2AIP,316,416,288,345,417,412,546,522,420,376,366,353
LOC389247,8,6,6,30,16,21,15,4,14,5,2,12
ING2,110,119,75,70,83,69,235,235,141,69,74,81
LOC101929996,0,0,0,0,0,0,0,0,0,0,0,0
LOC105377579,0,0,0,0,0,0,0,0,0,0,0,0
LOC105377580,0,0,0,0,0,0,0,0,0,0,0,0
LOC107986329,0,0,0,0,0,0,0,0,0,0,0,0
RWDD4,621,701,563,945,1297,1304,588,557,862,880,790,907
TRAPPC11,498,542,388,252,266,279,867,783,419,466,427,476
LOC105377581,8,3,8,0,3,0,2,2,2,7,4,11
STOX2,86,174,98,92,98,114,607,517,113,46,80,89
LOC107986330,0,0,0,0,0,0,0,0,0,0,0,0
ENPP6,0,0,0,2,0,0,0,0,0,0,1,0
LOC105377582,0,0,0,0,0,1,0,0,0,0,0,0
LOC105377584,1,0,0,0,1,1,0,0,0,0,0,0
LINC02363,0,1,2,12,6,18,0,8,0,1,1,1
LOC107986332,0,0,0,0,0,0,1,0,0,0,0,0
LINC02362,0,0,0,0,4,6,1,0,1,0,1,2
IRF2,709,803,700,322,448,587,857,822,696,719,614,646
LINC02427,3,0,2,5,9,4,1,4,0,0,0,0
LINC02365,0,2,0,0,0,0,0,0,0,0,0,0
CASP3,2793,3457,2513,3947,4804,4861,4189,3580,4199,3367,3031,3221
PRIMPOL,603,693,489,543,659,710,578,523,694,680,594,689
CENPU,1104,1276,947,1551,1736,1935,1743,1630,1269,1065,985,1162
ACSL1,1322,1590,1163,428,442,593,1444,1413,856,980,923,916
SLED1,3,3,0,0,0,0,0,1,0,0,0,1
LOC105377587,0,0,0,0,1,0,0,0,0,0,0,0
MIR3945HG,0,0,0,2,0,0,0,0,0,0,0,0
MIR3945,0,0,0,0,0,0,0,0,0,0,0,0
LINC01093,0,0,0,0,2,0,0,0,0,0,0,0
MIR4455,0,0,0,0,0,0,0,0,0,0,0,0
LINC02437,0,0,0,0,0,0,0,0,0,0,0,1
HELT,0,0,0,0,0,0,0,1,0,0,0,0
LINC02436,0,0,0,0,0,0,0,0,0,0,0,0
LOC105377588,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A4,1161,1398,971,3763,4443,4216,1875,1478,2363,1554,1505,1443
CFAP97,1199,1434,1260,378,451,593,1238,1200,935,1273,1183,1298
SNX25,177,236,169,71,93,118,440,419,113,86,96,126
LRP2BP,91,78,78,182,221,238,85,98,89,50,92,36
LOC107986206,0,0,0,0,0,0,3,1,0,0,0,0
ANKRD37,98,116,92,330,334,396,86,90,141,87,146,83
UFSP2,371,460,423,434,429,583,326,407,480,472,498,470
C4orf47,1,6,2,8,15,19,6,6,14,4,2,6
CCDC110,0,6,2,1,6,5,15,5,2,1,5,3
LOC105377590,2,10,4,4,11,4,2,0,2,3,5,4
PDLIM3,23,40,34,42,51,62,70,43,58,17,17,13
SORBS2,3,1,3,0,1,1,2,4,0,2,4,2
LOC101928929,0,0,0,0,0,0,0,0,0,0,0,0
TLR3,23,22,10,24,21,15,79,87,42,3,13,24
FAM149A,44,26,14,20,19,21,83,76,61,16,27,24
FLJ38576,4,6,3,0,0,3,8,0,5,2,9,0
CYP4V2,146,215,162,53,57,102,200,172,135,113,105,111
KLKB1,1,0,0,2,0,3,1,0,0,0,0,0
F11,0,0,0,0,0,0,0,0,0,0,0,0
F11-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LOC105377596,0,0,0,0,0,0,0,0,0,0,0,0
MTNR1A,1,1,0,0,0,0,2,0,0,0,0,0
FAT1,2831,4026,2688,320,414,749,6939,5955,1003,1732,1416,1966
LOC107986334,1,0,1,0,6,0,1,10,0,0,0,2
LOC102723906,0,1,0,8,4,11,1,1,3,0,1,1
LOC105377599,32,22,24,41,51,50,51,49,54,27,24,33
LINC02374,0,0,0,0,0,0,0,0,0,0,0,0
LOC107986335,0,0,0,11,5,0,0,1,0,0,0,0
LOC339975,0,0,0,0,5,0,0,1,0,0,0,0
LINC02514,0,0,0,0,0,0,0,0,0,0,0,0
LINC02515,0,0,0,0,0,3,0,0,0,0,0,0
LINC02492,0,0,0,0,2,0,0,0,0,0,0,0
LOC105377604,0,0,0,0,0,0,0,0,0,0,0,0
LOC105377603,0,0,0,0,0,0,0,0,0,0,0,0
LOC107983963,0,0,0,0,0,1,0,0,0,0,0,0
ZFP42,0,0,0,0,1,0,2,0,1,0,0,0
TRIML2,49,38,26,29,48,49,249,242,79,22,25,19
LOC107986337,0,4,4,11,11,10,10,8,6,0,3,0
TRIML1,0,0,0,0,0,0,1,0,0,0,0,0
LINC02434,0,0,0,0,0,1,0,0,0,0,0,0
LOC105377607,0,0,0,0,0,0,0,0,0,0,0,0
LOC105377608,2,0,0,0,0,0,0,0,0,0,0,0
LOC105377609,68,71,56,34,43,28,29,28,33,22,33,32
LINC01060,37,31,36,18,19,24,14,13,34,27,14,12
LOC101930028,0,0,0,0,0,0,0,0,0,0,0,0
LINC02508,0,0,0,0,0,0,0,0,0,0,0,0
LOC105377611,0,0,0,0,0,0,0,0,0,0,0,0
LOC105377612,0,0,0,0,0,0,0,0,0,0,0,0
LOC105377613,0,0,0,0,0,0,0,0,0,0,0,0
LOC105377614,0,0,0,0,0,0,0,0,0,0,0,0
LOC105377615,0,0,0,0,0,0,0,0,0,0,0,0
LINC01262,0,0,0,0,0,0,0,0,0,0,0,0
LOC105377616,48,62,25,31,33,20,29,24,19,26,33,48
FRG1-DT,5,0,3,0,0,5,4,4,0,7,1,0
LOC105377619,4,5,12,4,11,6,6,4,7,6,1,8
LINC01596,0,0,0,0,0,0,0,0,0,0,0,0
FRG1,543,562,513,593,703,753,361,396,506,618,664,517
FRG2,0,1,0,1,1,0,1,2,1,4,2,1
DBET,0,0,0,0,0,0,0,0,0,0,0,0
LOC107986338,0,0,0,1,2,0,0,1,0,0,0,0
DUX4,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374602,0,0,0,0,1,0,0,2,0,0,0,0
PLEKHG4B,87,121,73,30,47,56,554,545,98,69,82,67
LOC107986394,0,0,0,0,0,0,0,0,0,0,0,0
LRRC14B,0,0,0,0,0,0,0,2,0,0,0,0
CCDC127,423,487,309,320,382,435,498,493,452,419,394,412
SDHA,3454,4041,3148,1576,1614,1994,6383,5853,2597,3015,2738,3491
HRAT5,8,8,6,1,4,5,0,0,1,10,6,4
PDCD6,1426,1784,1359,2330,2688,2933,1265,1097,2150,2119,1968,2082
AHRR,242,322,175,125,120,146,621,588,109,143,121,160
EXOC3-AS1,107,149,101,64,55,82,91,72,86,98,100,95
EXOC3,652,768,566,212,259,284,1106,1134,388,537,518,538
PP7080,179,212,142,62,62,56,296,260,116,153,161,163
SLC9A3,168,215,127,57,50,77,578,476,184,115,122,147
SLC9A3-AS1,169,230,125,90,67,104,767,652,252,115,105,117
LOC107986395,0,0,0,0,0,2,0,0,0,0,0,0
MIR4456,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374606,0,0,0,0,0,0,2,0,0,0,0,0
LOC105374607,0,0,0,2,0,0,0,0,0,0,0,0
LOC105374608,1,2,0,0,0,0,5,4,2,0,0,0
LOC100996325,0,1,0,0,0,0,2,0,0,0,0,2
CEP72,176,280,172,45,52,58,366,375,125,167,173,155
TPPP,65,75,41,1,7,10,86,123,6,22,11,31
?,27,36,17,3,7,6,76,83,10,6,7,12
LOC101929898,14,4,3,0,3,1,4,5,4,7,6,9
ZDHHC11B,3,2,0,0,0,2,26,17,0,5,0,1
LOC101928768,24,23,27,10,7,24,21,25,17,31,27,31
ZDHHC11,15,36,26,2,4,6,92,110,17,13,16,17
BRD9,301,387,275,54,87,105,622,564,140,275,202,301
TRIP13,2433,2822,2097,2121,2294,2568,2702,2638,2700,3179,3146,3416
LOC100506688,12,24,11,36,32,51,50,53,38,29,16,21
NKD2,113,136,117,78,40,54,291,263,76,64,52,85
SLC12A7,918,1146,869,214,287,428,3143,2713,606,555,507,658
MIR4635,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374612,0,0,0,0,0,0,1,0,0,0,0,0
LOC107986396,0,3,0,0,0,0,1,0,0,0,0,2
CTD-3080P12.3,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A19,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A18,0,0,0,1,0,0,1,1,0,0,0,0
TERT,5,4,0,2,4,1,12,3,0,0,0,0
MIR4457,0,0,0,0,0,0,0,0,0,0,0,0
CLPTM1L,3413,4044,3017,1992,2289,3047,4110,3662,3170,4033,3587,4022
LINC01511,2,7,0,2,3,2,1,0,0,5,0,2
SLC6A3,1,7,2,3,6,10,8,3,3,1,0,0
LPCAT1,2880,3606,2489,963,1161,1483,6977,6432,2167,2394,2216,2962
MIR6075,0,0,0,0,0,0,0,0,0,0,0,0
LOC107986397,0,0,4,0,1,1,5,3,1,0,0,0
SDHAP3,14,16,12,16,9,14,72,75,13,15,5,12
LOC728613,116,177,135,381,431,438,212,174,346,170,133,173
LOC105374614,0,0,0,0,0,0,0,0,0,0,0,0
MIR4277,0,0,0,0,0,0,0,0,0,0,0,0
LOC101929003,16,22,21,3,3,0,19,30,3,4,30,10
MRPL36,3000,3965,2699,4093,4921,4951,1710,1600,3644,4113,3796,3975
NDUFS6,3578,4921,3240,3043,3338,4006,2313,2291,3427,4549,4173,4196
LINC02116,0,0,0,0,0,0,0,0,0,0,0,0
IRX4,205,272,249,64,114,118,531,549,176,184,154,182
IRX4-AS1,13,30,28,12,11,13,52,56,19,8,9,35
CTD-2194D22.4,4,1,1,1,3,2,0,0,6,0,1,1
LOC112267929,2,8,18,3,3,2,20,6,4,6,3,5
LOC112267947,10,13,14,21,15,28,29,17,29,22,12,16
LOC105374616,0,0,0,0,0,0,0,0,1,0,0,0
LOC105374618,0,0,0,0,0,0,0,0,0,0,0,0
LOC100506858,4,0,0,0,0,0,0,0,0,0,0,0
LOC107986398,0,0,0,1,3,2,0,0,0,0,0,0
IRX2,687,1010,625,190,233,356,1390,1352,388,550,566,729
LSINCT5,1,0,0,0,0,0,0,0,0,0,2,0
C5orf38,484,616,447,403,486,541,476,441,380,525,446,549
LOC105374620,0,0,0,0,0,0,0,0,0,0,0,0
LOC107983966,0,0,0,0,0,0,0,0,0,0,0,0
LOC107984098,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374621,0,0,0,0,0,0,0,0,0,0,0,0
LINC01377,0,0,0,0,4,0,0,0,0,0,0,0
LINC01019,0,1,0,2,6,0,7,9,9,0,3,0
LINC02162,0,0,0,2,0,0,1,1,0,0,0,0
LINC01017,0,0,0,0,0,0,0,0,0,0,0,0
IRX1,666,837,676,104,119,183,1023,986,282,502,527,642
LOC107986399,2,2,0,0,0,1,1,2,0,0,1,1
LOC105374625,0,0,0,1,0,0,0,0,0,0,0,0
LOC105374626,0,0,0,0,0,0,0,0,0,0,0,0
LINC02063,0,0,0,0,0,0,0,0,0,0,0,0
LOC107986400,0,0,0,0,0,0,1,0,0,0,0,0
LINC02114,0,0,0,0,0,1,0,0,0,0,0,0
LOC105374629,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374630,0,0,0,0,0,0,0,0,0,0,0,0
LINC01020,0,0,0,1,3,2,0,0,0,0,0,0
LINC02121,0,0,0,0,0,2,0,0,0,0,0,0
CTD-2297D10.2,3,4,4,4,0,0,13,11,1,0,4,1
ADAMTS16,114,182,124,25,23,37,356,247,64,97,69,114
LOC101929200,42,49,38,24,32,42,90,60,35,24,33,42
ICE1,466,608,368,93,125,155,2461,2504,181,165,174,285
LOC105374634,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374636,0,0,0,0,0,1,0,0,0,0,0,0
LINC02145,0,0,0,0,0,0,1,0,0,0,0,0
MED10,1573,1762,1382,1383,1680,1951,1591,1202,1432,1830,1783,1908
UBE2QL1,0,2,1,20,28,16,35,53,31,4,6,5
LOC105374639,0,0,0,0,4,3,12,12,2,0,2,0
LINC01018,0,0,0,0,4,0,0,0,0,1,0,0
NSUN2,2158,2585,1851,762,825,1197,4495,4315,1260,1857,1768,2214
SRD5A1,1619,1868,1319,1054,1424,1841,2142,1777,1572,1624,1424,1420
LINC02102,1,0,0,3,4,1,3,5,0,1,0,0
TENT4A,673,857,661,113,171,260,1303,1195,268,450,473,508
LOC107986401,0,2,0,1,0,0,2,0,0,0,0,3
LOC102724943,15,11,7,16,12,22,27,19,26,16,13,14
LINC02236,0,0,0,0,0,0,0,0,0,0,0,0
MIR4278,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374641,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374642,0,0,0,0,0,0,0,0,0,0,0,0
LINC02196,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374643,0,0,0,0,0,0,0,0,0,0,0,0
LOC442132,0,0,0,0,0,0,0,5,0,0,0,0
LOC105379638,0,0,0,0,0,0,0,0,0,0,0,0
LINC02123,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374645,0,0,0,0,0,0,0,0,0,0,0,0
LINC02142,0,0,0,0,0,0,0,0,0,0,0,0
LOC107986403,0,0,0,0,0,0,0,0,0,0,0,0
ADCY2,0,1,1,0,0,3,0,1,0,0,0,1
LOC105374646,0,0,0,0,0,0,0,0,0,0,0,0
C5orf49,0,0,0,0,1,0,0,0,0,0,0,0
MTRR,1002,1110,896,560,541,593,917,933,630,1273,1181,1337
FASTKD3,472,504,460,462,525,558,308,283,413,746,693,613
LOC102723339,0,0,0,0,0,0,0,0,0,0,0,0
LINC02226,0,3,0,0,0,0,0,0,0,0,0,0
MIR4458HG,0,0,0,0,0,0,0,0,0,0,0,0
MIR4458,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374647,0,0,0,0,0,0,0,0,0,0,0,0
LOC101929307,0,0,0,0,0,0,0,0,0,1,0,0
LINC02199,0,0,0,0,0,0,0,0,0,0,0,0
SEMA5A,32,37,32,19,10,38,87,79,34,35,32,44
MIR4636,0,0,0,0,0,0,0,0,0,0,0,0
SEMA5A-AS1,0,0,1,2,0,0,0,0,0,0,0,0
SNHG18,0,0,0,11,2,1,1,1,6,1,0,0
SNORD123,0,0,0,0,0,0,0,0,0,0,0,0
LOC101929359,0,0,0,0,3,0,0,0,0,0,0,0
TAS2R1,0,0,0,2,1,3,1,4,1,1,0,0
LINC02112,0,0,0,1,3,0,0,0,0,0,0,0
LOC105374649,0,0,0,0,0,1,0,0,0,0,0,0
LINC02221,0,0,0,2,0,0,0,0,0,0,0,0
LOC107986405,0,0,0,0,1,1,0,0,0,0,0,0
ATPSCKMT,744,875,705,673,818,853,350,313,629,1209,1117,1027
CCT5,19037,22446,17651,13991,15479,16016,13175,12879,16112,25570,24787,26668
CMBL,1263,1561,1140,644,781,771,1495,1362,1423,1265,1144,1284
LOC105374651,0,0,0,0,0,0,0,0,0,0,1,0
LOC101929977,178,221,129,234,299,280,92,85,187,190,166,206
MARCHF6,2458,2950,2205,1108,1243,1526,3178,2724,1965,2374,2303,2471
ROPN1L-AS1,0,8,2,2,2,10,6,0,3,1,5,0
ROPN1L,24,32,15,76,106,154,49,35,80,7,20,11
LOC105369214,0,0,0,1,2,0,0,0,0,0,0,0
MIR6131,0,0,0,0,0,0,0,0,0,0,0,0
LINC02212,1,0,2,1,7,14,2,1,3,0,2,0
LINC02213,0,0,0,0,0,0,0,0,0,0,0,0
ANKRD33B,809,1068,684,299,372,507,2356,2415,495,625,578,769
DAP,2559,2694,2118,1001,1186,1675,4037,4008,1969,1837,1653,1896
LOC105374652,0,0,0,0,0,1,0,0,0,0,0,0
CTD-2154B17.1,0,0,0,1,0,0,0,0,0,0,0,0
LOC105374654,0,0,0,0,0,0,0,0,0,0,0,0
CTNND2,0,0,0,7,1,3,0,1,0,0,0,0
LOC105374656,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374655,0,0,0,0,0,0,0,0,0,0,0,0
LINC01194,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374657,0,0,0,0,0,0,0,1,0,0,0,0
LINC02220,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374659,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374660,7,6,2,4,4,4,5,5,11,7,4,4
DNAH5,18,22,9,24,40,29,88,85,33,14,16,13
TRIO,968,1266,818,163,237,360,3914,3558,413,652,477,755
SNORD170,0,0,0,0,0,0,0,0,0,0,0,0
OTULINL,118,156,98,230,241,283,338,318,332,84,115,88
SNORD141B,44,82,73,48,36,51,14,22,54,36,39,54
OTULIN,1183,1449,1028,463,572,518,1704,1617,830,987,1000,1176
ANKH,1324,1570,1186,444,525,585,1679,1560,756,1226,1213,1226
LOC100130744,0,0,0,0,0,0,0,0,0,0,0,0
MIR4637,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374661,0,0,0,1,0,0,0,0,0,0,0,0
LOC107986376,0,0,0,5,0,1,0,0,0,0,3,0
LINC02149,0,0,0,0,0,0,0,0,0,0,0,0
FBXL7,2,6,1,0,3,13,5,28,3,2,2,2
CTD-2350J17.1,0,0,0,0,0,0,0,0,0,0,0,0
LOC107986343,0,0,0,0,0,0,0,0,0,0,0,0
MIR887,0,0,0,0,0,0,0,0,0,0,0,0
LOC107986406,0,0,0,0,0,0,0,0,1,0,0,0
MARCHF11,0,0,0,0,3,0,0,0,0,0,0,0
MARCHF11-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LOC105379640,0,0,0,0,0,0,0,0,0,0,0,0
LOC401176,0,0,0,0,0,0,0,0,0,0,0,0
LINC02150,0,0,0,0,0,0,0,2,0,0,0,0
LOC105374663,0,2,0,0,0,0,0,0,0,0,0,0
ZNF622,1404,1706,1344,1010,1174,1164,1698,1664,1543,1665,1633,1748
RETREG1,370,421,366,336,352,282,361,309,304,319,323,390
LOC101929524,31,35,33,35,18,44,44,47,16,24,18,23
MYO10,1887,2364,1534,373,496,804,5253,5107,837,953,969,1358
BASP1-AS1,0,0,0,1,7,2,3,2,5,0,0,0
LOC105374664,0,0,0,0,0,0,1,1,0,0,0,0
BASP1,1659,2056,1617,800,1006,1381,6327,5976,1685,980,927,1248
LINC02111,1,0,1,0,0,5,1,0,1,0,0,0
LINC02217,0,0,0,0,0,1,0,0,0,0,0,0
LINC02218,0,0,0,0,0,0,0,0,0,0,0,0
H3Y1,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374666,0,0,0,0,0,5,2,0,0,0,0,0
LINC02223,3,0,1,2,2,7,0,0,0,0,2,0
LOC105374668,0,0,0,0,0,0,0,0,0,0,0,0
LINC02100,0,3,3,4,6,8,6,2,9,3,2,0
LOC105374669,0,0,0,0,0,0,0,0,0,0,0,0
CDH18,19,43,29,12,9,10,51,31,25,30,16,12
LOC105374672,0,0,0,0,0,0,0,0,0,0,0,0
CDH18-AS1,0,0,0,0,0,0,0,0,0,0,0,0
LINC02241,0,0,3,1,1,0,1,0,5,1,0,0
LINC02146,0,0,0,0,0,0,0,0,0,0,0,0
LOC112267938,0,0,0,0,0,0,2,0,0,0,0,0
LOC105374673,0,2,0,5,17,14,1,0,5,2,3,4
LOC105374678,0,0,0,0,0,4,0,0,0,0,0,0
LOC102723561,0,0,0,0,0,0,0,0,0,0,0,0
GUSBP1,140,173,123,212,321,318,190,154,215,230,228,216
LOC105374685,0,0,0,0,0,0,0,0,0,0,0,0
CDH12,0,0,0,4,1,7,2,0,3,0,1,1
LOC105374683,0,0,0,0,0,0,0,0,0,0,0,0
SNORA105A,8,15,4,6,1,4,7,4,8,10,6,12
LOC107986345,0,0,0,0,0,0,0,0,0,0,0,0
PMCHL1,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374682,0,0,0,1,0,0,0,0,0,0,1,0
LOC105374681,0,0,0,0,0,2,0,0,0,0,0,0
LOC101929617,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374686,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374687,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374688,0,0,0,0,0,0,0,0,0,0,0,0
PRDM9,3,0,0,0,0,0,1,4,0,0,0,0
LOC107986377,0,0,0,0,0,0,0,0,0,0,0,0
C5orf17,0,0,0,0,0,0,0,0,3,0,0,0
LOC105374689,5,0,0,0,0,0,0,3,5,4,2,1
CDH10,0,0,0,0,3,0,1,0,0,0,0,2
LINC02239,0,0,0,0,0,0,0,0,0,0,0,0
LINC02228,3,0,4,2,0,0,0,1,0,0,1,0
LINC02211,0,0,0,0,0,0,0,0,0,0,0,0
CDH9,0,1,0,0,3,0,0,0,2,0,1,0
LOC105374695,0,0,0,0,0,0,0,0,0,0,0,0
PURPL,0,0,0,0,0,0,0,0,0,0,4,1
LOC105374696,0,0,0,0,0,0,0,0,0,0,0,0
LINC02103,0,0,0,0,6,0,0,0,0,0,0,0
LOC105374701,0,0,0,0,0,0,0,0,0,0,0,0
LOC107986409,0,0,0,0,0,0,0,0,0,0,0,0
LSP1P3,0,0,0,0,0,0,1,0,0,0,0,0
LOC107986410,0,0,0,0,2,0,0,0,0,0,0,0
LOC101929645,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374699,0,0,0,0,0,1,0,0,0,0,0,0
LINC02109,0,0,0,0,0,0,0,0,0,0,0,0
LINC02064,0,0,0,0,3,0,0,0,0,0,0,0
LOC105374702,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374703,1,0,0,0,0,4,0,0,1,0,0,0
LOC105374704,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374705,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374706,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374707,0,2,0,0,0,0,0,0,0,1,4,0
CDH6,14,17,13,0,6,2,8,11,1,8,2,0
LOC105374709,0,0,0,0,0,0,0,0,0,0,0,0
DROSHA,1831,2389,1725,297,383,631,3726,3935,719,1164,1187,1567
C5orf22,1969,2431,1838,1411,1599,2060,1886,1990,2064,2409,2395,2616
PDZD2,120,189,116,46,54,80,606,659,78,93,69,89
MIR4279,0,0,0,0,0,1,2,1,0,0,0,0
LOC105374711,2,3,0,2,4,0,16,13,3,1,1,1
GOLPH3,5216,6119,4661,3873,4105,4967,4812,4442,5686,7247,6643,7091
MTMR12,2253,2744,2260,685,858,1059,2242,2107,1482,2291,2052,2295
ZFR,2260,2813,2056,472,618,796,3356,3294,1005,1997,1958,2505
MIR579,0,0,0,0,0,0,0,0,0,0,0,0
SUB1,8206,9163,6908,10752,13248,13760,4263,3824,8616,11744,10919,10719
LINC02061,0,0,0,0,0,0,0,0,0,0,0,0
NPR3,51,98,48,67,69,52,194,154,67,49,60,61
LINC02120,9,9,2,13,13,18,6,9,6,10,5,3
LOC105374715,45,54,54,155,175,233,96,132,182,117,69,95
LINC02160,3,2,1,2,0,3,2,1,0,1,2,0
LOC107986411,67,70,35,41,76,82,88,67,41,45,65,70
TARS1,9307,11145,8959,4161,4534,5077,10781,10747,6746,8554,8323,9807
LOC105374717,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS12,3,5,1,10,17,16,5,2,0,2,1,0
RXFP3,0,0,0,0,0,0,1,2,0,0,0,0
SLC45A2,0,0,0,1,1,1,0,4,0,0,0,0
AMACR,30,48,30,52,76,65,43,44,90,51,48,53
C1QTNF3-AMACR,0,2,1,0,0,0,2,1,0,6,0,3
C1QTNF3,8,8,16,3,38,13,28,24,3,8,22,5
LOC646652,0,0,2,0,0,9,3,1,0,0,0,0
LOC105374719,0,0,2,0,0,0,0,0,0,0,0,1
LOC105374721,0,0,0,0,0,1,0,0,0,0,0,0
LOC105374723,4,8,1,9,5,12,11,6,0,2,0,4
RAI14,606,857,552,184,269,275,3573,3608,291,260,281,368
LOC101929704,46,35,18,36,33,50,31,23,21,28,26,12
TTC23L,26,34,16,29,16,23,18,18,37,11,24,6
RAD1,2091,2467,1915,3112,3481,3479,2190,1736,2949,2658,2668,2605
BRIX1,2392,2924,2280,1890,2148,2433,2230,2178,2364,3750,3378,3594
DNAJC21,1122,1390,1008,233,248,326,2277,2295,451,661,734,917
AGXT2,0,0,0,0,3,5,0,0,0,1,0,0
PRLR,0,0,0,0,1,0,0,2,0,0,0,0
SPEF2,0,8,4,1,6,13,3,3,2,1,0,0
LOC105374724,0,0,0,2,0,1,0,1,0,0,0,0
IL7R,146,204,167,290,310,389,928,843,291,107,125,156
CAPSL,8,2,0,22,16,24,2,0,3,0,1,0
LOC100506406,0,0,0,0,0,0,0,0,0,0,0,0
UGT3A1,7,21,8,42,22,25,16,22,15,7,6,4
UGT3A2,0,0,1,7,6,16,9,5,5,0,0,0
LMBRD2,444,501,359,242,293,373,657,639,427,322,300,334
MIR580,0,0,0,0,0,0,0,0,0,0,0,0
SKP2,3743,4194,3128,935,1193,1327,3122,2952,2523,4154,3999,4052
NADK2,1469,1991,1332,474,613,713,1662,1487,861,1322,1212,1438
RANBP3L,2,3,1,0,0,2,4,2,1,0,0,1
SLC1A3,136,168,120,124,177,144,206,195,155,169,178,234
LOC107986413,0,0,0,0,0,1,0,3,1,1,0,2
LOC107986412,0,5,1,4,0,3,4,3,7,1,0,5
NIPBL-DT,416,477,367,200,250,299,292,280,205,498,449,474
NIPBL,554,792,468,114,117,198,2549,2593,140,223,210,230
CPLANE1,339,521,370,163,131,204,2142,2098,182,180,195,256
LOC105374727,6,27,10,3,4,13,22,17,7,4,10,7
NUP155,2294,2777,2288,1468,1643,1892,3433,3579,2333,2436,2391,2592
WDR70,935,1164,882,517,571,548,989,978,706,1041,856,1102
GDNF,0,0,0,0,0,0,0,0,0,0,0,0
GDNF-AS1,0,0,0,3,3,0,0,0,0,0,0,0
LINC02117,0,0,0,0,0,0,0,0,0,0,0,0
LINC02110,0,0,0,0,4,0,0,0,0,0,0,0
LINC02107,0,0,0,0,0,1,0,0,0,0,0,0
LOC105374730,0,0,0,0,0,0,0,0,0,0,0,0
LINC02119,0,0,0,2,1,1,1,4,0,0,0,0
EGFLAM,6,3,1,29,16,16,9,9,16,5,5,2
EGFLAM-AS4,0,0,0,0,0,0,0,0,0,0,0,0
EGFLAM-AS2,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374732,0,0,0,0,0,0,0,0,1,0,0,0
LIFR,526,601,448,176,209,253,896,828,285,302,349,372
LIFR-AS1,33,46,33,11,30,26,16,12,32,22,38,22
MIR3650,0,0,0,0,0,0,0,0,0,0,0,0
LOC105374735,0,0,0,0,0,0,0,1,0,0,0,0
OSMR-AS1,1,1,2,2,3,5,2,3,0,3,0,2
